Номер_закладу_в_АІКОМ,Повна_назва_закладу,Назва_ТГ,Тип_простору,Формат_роботи,longitude,latitude,hromada_id,region_name,risk_bucket,is_mountain
13277,Заклад загальної середньої освіти І-ІІІ ступенів Сокальський ліцей №1 імені Олега Романіва Сокальської міської ради Львівської області,Сокальська міська територіальна громада,2026 STEM,Очно,24.277024,50.476737,UA46120110000062257,Львівська,Задовільний,FALSE
24557,Пустомитівський ліцей імені Митрополита Володимира Стернюка Пустомитівської міської ради Львівського району Львівської області,Пустомитівська міська територіальна громада,2026 STEM,Очно,23.903005635063714,49.71778630228919,UA46060370000065608,Львівська,Помірний,FALSE
12908,Ліцей №2 м.Мостиська Мостиської міської ради Львівської області,Мостиська міська територіальна громада,2026 STEM,Очно,23.148884,49.781109,UA46140030000023506,Львівська,Задовільний,FALSE
12713,Жовтанецький ліцей Жовтанецької сільської ради Львівського району Львівської області,Жовтанецька сільська територіальна громада,2026 STEM,Очно,24.24840331077576,49.99162210769246,UA46060150000060045,Львівська,Задовільний,FALSE
12823,Ліцей №46 ім.В’ячеслава Чорновола Львівської міської ради,Львівська міська територіальна громада,2026 STEM,Очно,23.991405,49.806842,UA46060250000025047,Львівська,Високий,FALSE
13040,Підберізцівський ліцей Підберізцівської сільської ради,Підберізцівська сільська територіальна громада,2026 STEM,Очно,24.218095,49.806778,UA46060350000036006,Львівська,Задовільний,FALSE
12573,Жовківський заклад загальної середньої освіти І-ІІІ ступенів № 2 Жовківської міської ради Львівського району Львівської області,Жовківська міська територіальна громада,2026 STEM,Очно,23.9837531,50.0571351,UA46060130000059055,Львівська,Задовільний,FALSE
13342,Заклад загальної середньої освіти І-ІІІ ступенів-ліцей імені Владики Івана Хоми м. Хирів Хирівської міської ради Самбірського району Львівської області,Хирівська міська територіальна громада,2026 STEM,Очно,22.85324,49.530752,UA46080210000051983,Львівська,Задовільний,FALSE
13489,Боринський заклад загальної середньої освіти І-ІІІ ступенів – заклад дошкільної освіти,Боринська селищна територіальна громада,2026 STEM,Очно,22.995362,49.077639,UA46080030000048662,Львівська,Задовільний,TRUE
5208,Снігурівський ліцей Снігурівської міської ради Баштанського району Миколаївської області,Снігурівська міська територіальна громада,2026 STEM,Очно,32.794895,47.065002,UA48020190000083597,Миколаївська,Дуже високий,FALSE
5196,Південноукраїнський ліцей № 2 Південноукраїнської міської ради,Южноукраїнська міська територіальна громада,2026 STEM,Очно,31.17958,47.820177,UA48040250000044166,Миколаївська,Високий,FALSE
6071,Братський ліцей № 1 Братської селищної ради Вознесенського району Миколаївської області,Братська селищна територіальна громада,2026 STEM,Очно,31.582126,47.865922,UA48040010000016403,Миколаївська,Помірний,FALSE
8084,Миколаївський ліцей №55 Миколаївської міської ради Миколаївської області,Миколаївська міська територіальна громада,2026 STEM,Очно,31.939411,46.949682,UA48060150000071713,Миколаївська,Дуже високий,FALSE
4983,Мішково-Погорілівський ліцей Мішково-Погорілівської сільської ради,Мішково-Погорілівська сільська територіальна громада,2026 STEM,Очно,32.12004303932191,46.98934271501495,UA48060170000025778,Миколаївська,Дуже високий,FALSE
6543,Комунальний заклад «Мішково-Погорілівський обласний академічний ліцей «Інгульський» Миколаївської обласної ради,Мішково-Погорілівська сільська територіальна громада,2026 STEM,Очно,32.1106299,46.9992971,UA48060170000025778,Миколаївська,Дуже високий,FALSE
5224,Арбузинський ліцей №2 імені Т.Г.Шевченка Арбузинської селищної ради Первомайського району Миколаївської області,Арбузинська селищна територіальна громада,2026 STEM,Очно,31.315433,47.905915,UA48080010000048763,Миколаївська,Помірний,FALSE
15154,«ОКНЯНСЬКИЙ ОПОРНИЙ ЛІЦЕЙ З ПОЧАТКОВОЮ ШКОЛОЮ ТА ГІМНАЗІЄЮ ОКНЯНСЬКОЇ СЕЛИЩНОЇ РАДИ ПОДІЛЬСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ»,Окнянська селищна територіальна громада,2026 STEM,Очно,29.469853,47.539945,UA51120150000080138,Одеська,Дуже високий,FALSE
15337,Затишанський ліцей Роздільнянського району Одеської області,Затишанська селищна територіальна громада,2026 STEM,Очно,29.870484,47.3323687,UA51140050000054980,Одеська,Високий,FALSE
15344,"Комунальний опорний заклад ""Захарівський ліцей"" Захарівської  селищної ради Роздільнянського району Одеської області",Захарівська селищна територіальна громада,2026 STEM,Очно,29.7619413156727,47.32474509252795,UA51140070000052649,Одеська,Дуже високий,FALSE
15373,Кілійський ліцей Кілійської міської ради,Кілійська міська територіальна громада,2026 STEM,Очно,29.27339315414429,45.45174687098183,UA51080050000022808,Одеська,Помірний,FALSE
15252,Біляївський ліцей №1 Біляївської міської ради Одеського району Одеської області імені Володимира Івановича Калмика,Біляївська міська територіальна громада,2026 STEM,Очно,30.20233876451446,46.48129961435341,UA51100030000027628,Одеська,Високий,FALSE
21460,"Комунальна установа ,,Долинський ліцей Долинської сільської ради Одеської області,,",Долинська сільська територіальна громада,2026 STEM,Очно,29.927724,47.528982,UA51120050000071748,Одеська,Помірний,FALSE
15055,ОПОРНИЙ ЗАКЛАД ОСВІТИ «БОЛГРАДСЬКИЙ ЛІЦЕЙ» БОЛГРАДСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,Болградська міська територіальна громада,2026 STEM,Очно,28.618268,45.68856,UA51060030000044366,Одеська,Помірний,FALSE
15096,"Комунальний заклад ""Роздільнянський міський ліцей №1 Роздільнянської міської ради Одеської області""",Роздільнянська міська територіальна громада,2026 STEM,Очно,30.078704,46.851666,UA51140130000082333,Одеська,Дуже високий,FALSE
15258,ОПОРНИЙ ЗАКЛАД ВИГОДЯНСЬКИЙ ЛІЦЕЙ ВИГОДЯНСЬКОЇ СІЛЬСЬКОЇ РАДИ,Вигодянська сільська територіальна громада,2026 STEM,Очно,30.401064,46.617081,UA51100090000094901,Одеська,Високий,FALSE
15423,Бессарабський ліцей Бессарабської селищної ради Одеської області,Тарутинська селищна територіальна громада,2026 STEM,Очно,29.1464952,46.1891882,UA51060170000068967,Одеська,Помірний,FALSE
23420,Заклад загальної середньої освіти «Авангардівський ліцей» Авангардівської селищної ради,Авангардівська селищна територіальна громада,2026 STEM,Очно,30.6141402,46.467889,UA51100010000023950,Одеська,Високий,FALSE
15205,Плахтіївський ліцей Плахтіївської сільської ради Білгород-Дністровського району Одеської області,Плахтіївська сільська територіальна громада,2026 STEM,Очно,29.720105,46.094424,UA51040170000036391,Одеська,Помірний,FALSE
15215,ЛІЦЕЙ №1 БЕРЕЗІВСЬКОЇ МІСЬКОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ,Березівська міська територіальна громада,2026 STEM,Очно,30.89709520339966,47.20123103808118,UA51020030000095942,Одеська,Високий,FALSE
15127,ТАТАРБУНАРСЬКИЙ ЛІЦЕЙ ТАТАРБУНАРСЬКОЇ МІСЬКОЇ РАДИ,Татарбунарська міська територіальна громада,2026 STEM,Очно,29.613718,45.839952,UA51040250000099866,Одеська,Помірний,FALSE
14854,Миколаївський ліцей Миколаївської селищної ради Березівського району Одеської області,Миколаївська селищна територіальна громада,2026 STEM,Очно,30.757652521133423,47.54305501917306,UA51020150000090298,Одеська,Високий,FALSE
15270,НЕРУБАЙСЬКИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ №1 НЕРУБАЙСЬКОЇ СІЛЬСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Нерубайська сільська територіальна громада,2026 STEM,Очно,30.630422,46.546694,UA51100230000045500,Одеська,Високий,FALSE
15346,Любашівський ліцей № 2 Любашівської селищної ради Одеської області,Любашівська селищна територіальна громада,2026 STEM,Очно,30.259265,47.834707,UA51120130000064324,Одеська,Помірний,FALSE
15272,Троїцький ліцей Яськівської сільської ради Одеського району Одеської області,Яськівська сільська територіальна громада,2026 STEM,Очно,30.017217954067963,46.543657361425446,UA51100430000081326,Одеська,Дуже високий,FALSE
18620,ЛІЦЕЙ “ФОНТАНСЬКИЙ” ФОНТАНСЬКОЇ СІЛЬСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Фонтанська сільська територіальна громада,2026 STEM,Очно,30.864972,46.570575,UA51100350000087099,Одеська,Високий,FALSE
15421,"Опорний заклад Буджацький ліцей з дошкільним відділенням, початковою школою та гімназією Буджацької селищної ради Болградського району Одеської області",Бородінська селищна територіальна громада,2026 STEM,Очно,29.24137879715972,46.30118378870896,UA51060050000061243,Одеська,Помірний,FALSE
15471,Таїрівський ліцей Таїрівської селищної ради Одеського району Одеської області,Таїровська селищна територіальна громада,2026 STEM,Очно,30.6490682,46.3630153,UA51100290000027993,Одеська,Високий,FALSE
18607,ОПОРНИЙ ЗАКЛАД ОСВІТИ «ДО­БРО­СЛАВ­СЬКИЙ ЛІЦЕЙ» ДО­БРО­СЛАВ­СЬКОЇ СЕЛИЩНОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Доброславська селищна територіальна громада,2026 STEM,Очно,30.95260620117188,46.818152969537984,UA51100170000087238,Одеська,Високий,FALSE
14876,Ліцей №1 Подільської міської ради Подільського району Одеської області,Подільська міська територіальна громада,2026 STEM,Очно,29.545994,47.73632,UA51120190000044451,Одеська,Високий,FALSE
14877,Ліцей №4 Подільської міської ради Подільського району Одеської області,Подільська міська територіальна громада,2026 STEM,Очно,29.525036,47.756762,UA51120190000044451,Одеська,Високий,FALSE
2699,Великоплосківський опорний заклад освіти-ліцей Великоплосківської сільської ради Роздільнянського району Одеської області,Великоплосківська сільська територіальна громада,2026 STEM,Очно,29.670554,47.011506,UA51140030000062458,Одеська,Дуже високий,FALSE
20230,Сергіївський ліцей Сергіївської сільської ради Полтавської області,Сергіївська сільська територіальна громада,2026 STEM,Очно,33.759425,50.40152,UA53060310000047988,Полтавська,Високий,FALSE
20239,Розбишівська гімназія Сергіївської сільської ради  Полтавської  області,Сергіївська сільська територіальна громада,2026 STEM,Очно,33.717734,50.451164,UA53060310000047988,Полтавська,Високий,FALSE
20315,Опорний заклад «Диканський ліцей імені М.В. Гоголя» Диканської селищної ради Полтавської області,Диканська селищна територіальна громада,2026 STEM,Очно,34.526254,49.827116,UA53080050000011754,Полтавська,Високий,FALSE
20260,Градизький ліцей імені Героя України Олександра Білаша Градизької селищної ради Кременчуцького району Полтавської області,Градизька селищна територіальна громада,2026 STEM,Очно,33.133057,49.224581,UA53020050000041411,Полтавська,Помірний,FALSE
20333,Зіньківський опорний ліцей №1 Зіньківської міської ради,Зіньківська міська територіальна громада,2026 STEM,Очно,34.346285,50.210231,UA53080090000014431,Полтавська,Високий,FALSE
20675,Опорний заклад «Оржицька загальноосвітня школа І-ІІІ ступенів імені І.Я.Франка Оржицької селищної ради Полтавської області»,Оржицька селищна територіальна громада,2026 STEM,Очно,32.698245,49.793561,UA53040070000083099,Полтавська,Помірний,FALSE
20717,Ліцей №38 імені Івана Павловського Полтавської міської ради,Полтавська міська територіальна громада,2026 STEM,Очно,34.536135,49.592854,UA53080370000025447,Полтавська,Високий,FALSE
20801,Семенівський ліцей №1 ім. М.М. Хорунжого Семенівської селищної ради Кременчуцького району Полтавської області,Семенівська селищна територіальна громада,2026 STEM,Очно,33.192435,49.591955,UA53020230000086353,Полтавська,Помірний,FALSE
20607,Опорний заклад освіти «Миргородський ліцей «Лінгвіст» Миргородської міської ради Полтавської області»,Миргородська міська територіальна громада,2026 STEM,Очно,33.60893812817682,49.96355462878691,UA53060230000098362,Полтавська,Помірний,FALSE
20516,Лохвицька гімназія №1 Лохвицької міської ради Полтавської області,Лохвицька міська територіальна громада,2026 STEM,Очно,33.28715283596533,50.357423480803874,UA53060190000015369,Полтавська,Високий,FALSE
20443,Котелевський опорний ліцей №2 Котелевської селищної ради на 01.09.2027 року функціонуватиме як «Котелевський ліцей Котелевської селищної ради (академічного спрямування)»,Котелевська селищна територіальна громада,2026 STEM,Очно,34.759376,50.054852,UA53080170000047487,Полтавська,Дуже високий,FALSE
20225,Гадяцький опорний ліцей імені Лесі Українки Гадяцької міської ради,Гадяцька міська територіальна громада,2026 STEM,Очно,33.9851627,50.3691663,UA53060090000098426,Полтавська,Високий,FALSE
2536,Опорний заклад «Решетилівський ліцей імені І.Л.Олійника Решетилівської міської ради»,Решетилівська міська територіальна громада,2026 STEM,Очно,34.07848,49.558564,UA53080390000027656,Полтавська,Помірний,FALSE
16115,Березнівський ліцей №3 Березнівської міської ради Рівненського району Рівненської області,Березнівська міська територіальна громада,2026 STEM,Очно,26.759061,51.002134,UA56060030000057923,Рівненська,Помірний,FALSE
16190,Опорний заклад Демидівський ліцей Демидівської селищної ради Рівненської області,Демидівська селищна територіальна громада,2026 STEM,Очно,25.334966182708744,50.42871146244719,UA56040090000093293,Рівненська,Задовільний,FALSE
16304,"Опорний заклад ""Зарічненський ліцей №1"" Зарічненської селищної ради Вараського району Рівненської області",Зарічненська селищна територіальна громада,2026 STEM,Очно,26.142915,51.82543,UA56020070000060676,Рівненська,Дуже високий,FALSE
2617,Володимирецький ліцей «Колегіум» Володимирецької селищної ради,Володимирецька селищна територіальна громада,2026 STEM,Очно,26.129315,51.421254,UA56020050000087443,Рівненська,Високий,FALSE
16419,Костопільський ліцей № 3 Костопільської міської ради,Костопільська міська територіальна громада,2026 STEM,Очно,26.454334,50.879802,UA56060350000045909,Рівненська,Помірний,FALSE
16535,Радивилівський ліцей №2 ім. П. Г. Стрижака Радивилівської міської ради Дубенського району Рівненської області,Радивилівська міська територіальна громада,2026 STEM,Очно,25.260527,50.13598,UA56040290000025511,Рівненська,Задовільний,FALSE
16485,Острозький ліцей № 1 Острозької міської ради Рівненської області,Острозька міська територіальна громада,2026 STEM,Очно,26.5206579,50.331084,UA56060450000083945,Рівненська,Задовільний,FALSE
13735,Вирівський ліцей Вирівської сільської ради Сарненського району Рівненської області,Вирівська сільська територіальна громада,2026 STEM,Очно,26.937807,51.240336,UA56080030000069650,Рівненська,Високий,FALSE
13732,Клесівський ліцей Клесівської селищної ради Сарненського району Рівненської області,Клесівська селищна територіальна громада,2026 STEM,Очно,26.927153,51.330277,UA56080090000098391,Рівненська,Високий,FALSE
13730,Сарненський районний ліцей «Лідер» Сарненської міської ради Сарненського району  Рівненської області,Сарненська міська територіальна громада,2026 STEM,Очно,26.631114,51.319769,UA56080170000055864,Рівненська,Високий,FALSE
16335,Здовбицький ліцей Здовбицької сільської ради Рівненської області,Здовбицька сільська територіальна громада,2026 STEM,Очно,26.2466465,50.4993946,UA56060230000076543,Рівненська,Задовільний,FALSE
14332,Буринський міський ліцей №1 імені В.М.Кравченка Буринської міської ради Сумської області,Буринська міська територіальна громада,2026 STEM,Очно,33.835117,51.197608,UA59020030000072865,Сумська,Дуже високий,FALSE
14577,Ліцей № 3 Охтирської міської ради Сумської області,Охтирська міська територіальна громада,2026 STEM,Очно,34.904445,50.303651,UA59040110000026694,Сумська,Дуже високий,FALSE
14592,Комишанський ліцей Комишанської сільської ради Охтирського району Сумської області,Комишанська сільська територіальна громада,2026 STEM,Очно,34.476299,50.310123,UA59040090000041737,Сумська,Дуже високий,FALSE
14307,Миколаївський ліцей Миколаївської селищної ради Сумського району Сумської області,Миколаївська селищна територіальна громада,2026 STEM,Очно,34.378813,50.94132,UA59080130000022249,Сумська,Дуже високий,FALSE
14407,Конотопський ліцей №1 Конотопської міської ради Сумської області,Конотопська міська територіальна громада,2026 STEM,Очно,33.206251,51.245078,UA59020070000032449,Сумська,Високий,FALSE
14656,Анастасівський ліцей – заклад загальної середньої освіти І-ІІІ ступенів Андріяшівської сільської ради Роменського району Сумської області,Андріяшівська сільська територіальна громада,2026 STEM,Очно,33.550621,50.582507,UA59060010000042952,Сумська,Високий,FALSE
5409,Ліцей №1 Тростянецької міської ради,Тростянецька міська територіальна громада,2026 STEM,Очно,34.953223,50.474387,UA59040130000041676,Сумська,Дуже високий,FALSE
14546,Липоводолинський ліцей Липоводолинської селищної ради,Липоводолинська селищна територіальна громада,2026 STEM,Очно,33.792870000504635,50.56317680042188,UA59060070000040784,Сумська,Високий,FALSE
14719,"Комунальна організація (установа, заклад) “Шосткинська спеціалізована школа                     І-ІІІ ступенів №1 Шосткинської міської ради Сумської області”",Сумська міська територіальна громада,2026 STEM,Очно,34.793242,50.932,UA59080270000073662,Сумська,Дуже високий,FALSE
14741,Комунальний заклад Сумський класичний ліцей Сумської міської ради,Сумська міська територіальна громада,2026 STEM,Очно,34.811208,50.912383,UA59080270000073662,Сумська,Дуже високий,FALSE
17791,Борщівська загальноосвітня школа І-ІІІ ступенів №1 Борщівської міської ради,Борщівська міська територіальна громада,2026 STEM,Очно,26.032925,48.803362,UA61060050000068464,Тернопільська,Задовільний,FALSE
18293,Підволочиський ліцей Підволочиської селищної ради Тернопільської області,Підволочиська селищна територіальна громада,2026 STEM,Очно,26.145326019853737,49.53024322213746,UA61040350000078247,Тернопільська,Задовільний,FALSE
17911,Ліцей №1 м. Копичинці Копичинецької міської ради Чортківського району Тернопільської області,Копичинецька міська територіальна громада,2026 STEM,Очно,25.907044,49.105922,UA61060250000062700,Тернопільська,Задовільний,FALSE
18564,Шумський ліцей Шумської міської ради,Шумська міська територіальна громада,2026 STEM,Очно,26.116693,50.118776,UA61020150000036935,Тернопільська,Задовільний,FALSE
18335,Підгаєцький академічний ліцей Підгаєцької міської ради Тернопільської області,Підгаєцька міська територіальна громада,2026 STEM,Очно,25.1395121,49.2667848,UA61040370000060170,Тернопільська,Задовільний,FALSE
17958,Заліщицька державна гімназія м.Заліщики Тернопільська обл.,Заліщицька міська територіальна громада,2026 STEM,Очно,25.732144,48.6469318,UA61060170000051011,Тернопільська,Задовільний,FALSE
18427,ТЕРНОПІЛЬСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №3 З ПОГЛИБЛЕНИМ ВИВЧЕННЯМ ІНОЗЕМНИХ МОВ ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,Тернопільська міська територіальна громада,2026 STEM,Очно,25.592061281204224,49.55351670796932,UA61040490000035010,Тернопільська,Високий,FALSE
18120,Козівський ліцей ім. В. Герети Козівської селищної ради.,Козівська селищна територіальна громада,2026 STEM,Очно,25.153062672925444,49.43587984870364,UA61040230000060213,Тернопільська,Задовільний,FALSE
17795,"Скала-Подільський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Скала-Подільської селищної ради Чортківського району Тернопільської області",Скала-Подільська селищна територіальна громада,2026 STEM,Очно,26.202204,48.850231,UA61060350000024021,Тернопільська,Задовільний,FALSE
19347,Бережанський ліцей імені Богдана Лепкого Тернопільської обласної ради,Бережанська міська територіальна громада,2026 STEM,Очно,24.940565,49.444509,UA61040030000060956,Тернопільська,Задовільний,FALSE
23610,Комунальний заклад «Пісочинський ліцей «Мобіль» Пісочинської селищної ради Харківського району Харківської області»,Пісочинська селищна територіальна громада,2026 STEM,Очно,36.0897273931644,49.96452498241031,UA63120210000075842,Харківська,Дуже високий,FALSE
11946,Балаклійський ліцей №1 ім. О.А.Тризни Балаклійської міської ради Харківської області,Балаклійська міська територіальна громада,2026 STEM,Очно,36.836083,49.452533,UA63040010000010092,Харківська,Дуже високий,FALSE
12143,Комунальний заклад «Дергачівський ліцей № 2» Дергачівської міської ради,Дергачівська міська територіальна громада,2026 STEM,Очно,36.126908,50.094159,UA63120070000018741,Харківська,Дуже високий,FALSE
11573,"Комунальний заклад ""Харківський ліцей №162 Харківської міської ради""",Харківська міська територіальна громада,2026 STEM,Очно,36.188496,49.980062,UA63120270000028556,Харківська,Дуже високий,FALSE
13681,ВАЛКІВСЬКИЙ ЛІЦЕЙ ІМЕНІ ОЛЕКСАНДРА МАСЕЛЬСЬКОГО ВАЛКІВСЬКОЇ МІСЬКОЇ РАДИ БОГОДУХІВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ,Валківська міська територіальна громада,2026 STEM,Очно,35.622764,49.840642,UA63020030000094096,Харківська,Дуже високий,FALSE
13673,"Комунальний заклад ""Чугуївський ліцей №2"" Чугуївської міської ради Харківської області",Чугуївська міська територіальна громада,2026 STEM,Очно,36.694562,49.833699,UA63140170000087785,Харківська,Дуже високий,FALSE
9089,Дунаєвецький ліцей №1 Дунаєвецької міської ради Хмельницької області,Дунаєвецька міська територіальна громада,2026 STEM,Очно,26.84979,48.887536,UA68020050000040518,Хмельницька,Задовільний,FALSE
9344,Опорний заклад освіти Полонський ліцей №4 Полонської міської ради Полонської міської територіальної громади Хмельницької області,Полонська міська територіальна громада,2026 STEM,Очно,27.483111619512787,50.12109860994655,UA68060210000095851,Хмельницька,Задовільний,FALSE
8956,Віньковецький ліцей Віньковецької селищної ради Хмельницької області,Віньковецька селищна територіальна громада,2026 STEM,Очно,27.237124443054203,49.03576491526949,UA68040050000052367,Хмельницька,Задовільний,FALSE
8874,Кам'янець-Подільський ліцей №17 Кам'янець-Подільської міської рада Хмельницької області,Кам'янець-Подільська міська територіальна громада,2026 STEM,Очно,26.569875,48.704231,UA68020110000071202,Хмельницька,Помірний,FALSE
8980,Волочиський ліцей імені Героя України Максима Отінова Волочиської міської ради Хмельницького району Хмельницької області,Волочиська міська територіальна громада,2026 STEM,Очно,26.20749235172298,49.53962217588386,UA68040090000087566,Хмельницька,Задовільний,FALSE
9511,Теофіпольський ліцей №3 Теофіпольської селищної ради Хмельницького району Хмельницької області,Теофіпольська селищна територіальна громада,2026 STEM,Очно,26.406023,49.83761,UA68040450000097735,Хмельницька,Задовільний,FALSE
9696,Скаржинецький ліцей Розсошанської сільської ради,Розсошанська сільська територіальна громада,2026 STEM,Очно,26.92851,49.318689,UA68040330000086970,Хмельницька,Задовільний,FALSE
8918,Білогірський ліцей ім.І.О.Ткачука Білогірської селищної ради Шепетівського району Хмельницької області,Білогірська селищна територіальна громада,2026 STEM,Очно,26.412284,50.001143,UA68060030000077318,Хмельницька,Задовільний,FALSE
9185,Староушицький ліцей Староушицької селищної ради Кам'янець-Подільського району Хмельницької області,Староушицька селищна територіальна громада,2026 STEM,Очно,27.07466840744019,48.591951525583696,UA68020270000040572,Хмельницька,Задовільний,FALSE
9686,Ярмолинецький ліцей №1імені Сергія Слободяна Ярмолинецької селищної ради Хмельницької області,Ярмолинецька селищна територіальна громада,2026 STEM,Очно,26.834645,49.188636,UA68040530000044109,Хмельницька,Задовільний,FALSE
8932,Ямпільський ліцей Ямпільської селищної ради Шепетівського району Хмельницької області,Ямпільська селищна територіальна громада,2026 STEM,Очно,26.23500721683854,49.95855071644069,UA68060350000035460,Хмельницька,Задовільний,FALSE
8908,ЛІЦЕЙ №1 ІМ. ГЕРОЯ УКРАЇНИ М. ДЗЯВУЛЬСЬКОГО ШЕПЕТІВСЬКОЇ МІСЬКОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Шепетівська міська територіальна громада,2026 STEM,Очно,27.058703,50.18479,UA68060330000029010,Хмельницька,Помірний,FALSE
9732,Комунальний заклад загальної середньої освіти «Ліцей № 1 імені Володимира Красицького Хмельницької міської ради»,Хмельницька міська територіальна громада,2026 STEM,Очно,26.990449,49.426629,UA68040470000053519,Хмельницька,Високий,FALSE
8902,Старокостянтинівський ліцей ім. Героя України С. М. Бондарчука Старокостянтинівської міської ради,Старокостянтинівська міська територіальна громада,2026 STEM,Очно,27.186641,49.755951,UA68040390000011141,Хмельницька,Задовільний,FALSE
8880,Нетішинський академічний ліцей Нетішинської міської ради Шепетівського району Хмельницької області,Нетішинська міська територіальна громада,2026 STEM,Очно,26.654039,50.332519,UA68060170000075276,Хмельницька,Помірний,FALSE
4291,Ліцей «Успіх» Монастирищенської міської ради Черкаської області,Монастирищенська міська територіальна громада,2026 STEM,Очно,29.810126,48.996572,UA71060170000092613,Черкаська,Задовільний,FALSE
4063,"Навчально-виховний комплекс ""Ліцей-загальноосвітня школа І-ІІІ ступенів ""Лідер"" Смілянської міської ради Черкаської області",Смілянська міська територіальна громада,2026 STEM,Очно,31.88507111122876,49.23143586425507,UA71080390000078978,Черкаська,Помірний,FALSE
4005,Шполянський ліцей	 №3 Шполянської міської ради об’єднаної територіальної громади Черкаської області,Шполянська міська територіальна громада,2026 STEM,Очно,31.388669414109422,49.00383577058281,UA71020330000027449,Черкаська,Помірний,FALSE
4026,Руськополянський заклад загальної середньої освіти І-ІІІ ступенів №1 Руськополянської сільської ради,Руськополянська сільська територіальна громада,2026 STEM,Очно,31.916837,49.418753,UA71080350000033809,Черкаська,Помірний,FALSE
4993,Уманський ліцей №1 Уманської міської ради Черкаської області,Уманська міська територіальна громада,2026 STEM,Очно,30.236188397506165,48.77024112971023,UA71060210000032972,Черкаська,Високий,FALSE
5563,"опорний заклад-""Вікнянський заклад загальної середньої освіти І-ІІІ ступенів Вікнянської сільської ради Чернівецького району Чернівецької області""",Вікнянська сільська територіальна громада,2026 STEM,Очно,25.973098,48.56989,UA73060090000047054,Чернівецька,Задовільний,FALSE
5675,"""Опорний заклад освіти — Шировецький ліцей"" Недобоївської сільської ради Дністровського району Чернівецької області",Недобоївська сільська територіальна громада,2026 STEM,Очно,26.2978669,48.42572790000001,UA73040110000040354,Чернівецька,Задовільний,FALSE
5673,«Опорний заклад освіти – Колінковецький ліцей Топорівської сільської ради Чернівецького району Чернівецької області»,Топорівська сільська територіальна громада,2026 STEM,Очно,26.13015532493592,48.41038850323827,UA73060570000058573,Чернівецька,Задовільний,FALSE
5771,Опорний заклад Сторожинецький ліцей Сторожинецької міської ради Чернівецького району Чернівецької області,Сторожинецька міська територіальна громада,2026 STEM,Очно,25.719503,48.165632,UA73060490000033679,Чернівецька,Задовільний,FALSE
5672,Берегометський ліцей №1 Берегометської селищної ради Вижницького району Чернівецької області,Берегометська селищна територіальна громада,2026 STEM,Очно,25.3226398,48.1710964,UA73020030000022011,Чернівецька,Задовільний,FALSE
5815,Хотинський опорний академічний ліцей Хотинської міської ради Чернівецької області,Хотинська міська територіальна громада,2026 STEM,Очно,26.489638,48.507259,UA73040190000062796,Чернівецька,Задовільний,FALSE
5813,Комунальний заклад Кам’янський ліцей Кам’янецької сільської ради Чернівецького району Чернівецької області.,Кам'янецька сільська територіальна громада,2026 STEM,Очно,25.9001233,48.0287002,UA73060230000024500,Чернівецька,Задовільний,FALSE
5705,Неполоковецький ліцей Неполоковецької селищної ради Чернівецького району Чернівецької області,Неполоковецька селищна територіальна громада,2026 STEM,Очно,25.652219,48.399496,UA73060390000017602,Чернівецька,Задовільний,FALSE
5685,Клішковецький опорний заклад освіти імені Леоніда Каденюка Клішковецької сільської ради Дністровського району Чернівецької області,Клішковецька сільська територіальна громада,2026 STEM,Очно,26.262256,48.433276,UA73040050000080963,Чернівецька,Задовільний,FALSE
5965,Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради,Чернівецька міська територіальна громада,2026 STEM,Очно,25.931344,48.292516,UA73060610000066784,Чернівецька,Задовільний,FALSE
5648,Опорний заклад «Довгопільський ліцей» Конятинської сільської ради,Конятинська сільська територіальна громада,2026 STEM,Очно,25.0042113,48.0628462,UA73020110000071923,Чернівецька,Задовільний,TRUE
5853,Молодійський ліцей,Чагорська сільська територіальна громада,2026 STEM,Очно,26.02564,48.22541,UA73060590000095243,Чернівецька,Задовільний,FALSE
5590,Новодністровський заклад загальної средньої освіти ІІ-ІІІ ступенів Новодністровської міської ради Чернівецької області,Новодністровська міська територіальна громада,2026 STEM,Очно,27.4313777,48.5824459,UA73040130000087963,Чернівецька,Помірний,FALSE
