Номер закладу в АІКОМ,Повна назва закладу,Назва ТГ,Тип простору,Формат роботи,longitude,latitude,hromada id,region name,risk bucket
15127,ТАТАРБУНАРСЬКИЙ ЛІЦЕЙ ТАТАРБУНАРСЬКОЇ МІСЬКОЇ РАДИ,Татарбунарська міська територіальна громада,2026 STEM,Очно,29.613718,45.839952,UA51040250000099866,Одеська,Помірний
14854,Миколаївський ліцей Миколаївської селищної ради Березівського району Одеської області,Миколаївська територіальна громада,2026 STEM,Очно,30.757652521133423,47.54305501917306,UA51020150000090298,Одеська,Високий
15270,НЕРУБАЙСЬКИЙ АКАДЕМІЧНИЙ ЛІЦЕЙ №1 НЕРУБАЙСЬКОЇ СІЛЬСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Нерубайська ТГ,2026 STEM,Очно,30.630422,46.546694,UA51100230000045500,Одеська,Високий
15346,Любашівський ліцей № 2 Любашівської селищної ради Одеської області,Любашівська селищна територіальна громада,2026 STEM,Очно,30.259265,47.834707,UA51120130000064324,Одеська,Помірний
15272,Троїцький ліцей Яськівської сільської ради Одеського району Одеської області,Яськівська,2026 STEM,Очно,30.017217954067963,46.543657361425446,UA51100430000081326,Одеська,Дуже високий
18620,ЛІЦЕЙ “ФОНТАНСЬКИЙ” ФОНТАНСЬКОЇ СІЛЬСЬКОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Фонтанська територіальна громада,2026 STEM,Очно,30.864972,46.570575,UA51100350000087099,Одеська,Високий
15421,"Опорний заклад Буджацький ліцей з дошкільним відділенням, початковою школою та гімназією Буджацької селищної ради Болградського району Одеської області",Буджацька,2026 STEM,Очно,29.24137879715972,46.30118378870896,UA51060050000061243,Одеська,Помірний
15471,Таїрівський ліцей Таїрівської селищної ради Одеського району Одеської області,Таїрівська селищна територіальна громада,2026 STEM,Очно,30.6490682,46.3630153,UA51100290000027993,Одеська,Високий
18607,ОПОРНИЙ ЗАКЛАД ОСВІТИ «ДО­БРО­СЛАВ­СЬКИЙ ЛІЦЕЙ» ДО­БРО­СЛАВ­СЬКОЇ СЕЛИЩНОЇ РАДИ ОДЕСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,Доброславська,2026 STEM,Очно,30.95260620117188,46.818152969537984,UA51100170000087238,Одеська,Високий
14876,Ліцей №1 Подільської міської ради Подільського району Одеської області,Подільська міська територіальна громада,2026 STEM,Очно,29.545994,47.73632,UA51120190000044451,Одеська,Високий
14877,Ліцей №4 Подільської міської ради Подільського району Одеської області,Подільська міська територіальна громада,2026 STEM,Очно,29.525036,47.756762,UA51120190000044451,Одеська,Високий
2699,Великоплосківський опорний заклад освіти-ліцей Великоплосківської сільської ради Роздільнянського району Одеської області,Великоплосківська ТГ,2026 STEM,Очно,29.670554,47.011506,UA51140030000062458,Одеська,Дуже високий
20230,Сергіївський ліцей Сергіївської сільської ради Полтавської області,Сергіївська,2026 STEM,Очно,33.759425,50.40152,UA53060310000047988,Полтавська,Високий
20239,Розбишівська гімназія Сергіївської сільської ради  Полтавської  області,Сергіївська ТГ,2026 STEM,Очно,33.717734,50.451164,UA53060310000047988,Полтавська,Високий
20315,Опорний заклад «Диканський ліцей імені М.В. Гоголя» Диканської селищної ради Полтавської області,Диканська селищна територіальна громада,2026 STEM,Очно,34.526254,49.827116,UA53080050000011754,Полтавська,Високий
20260,Градизький ліцей імені Героя України Олександра Білаша Градизької селищної ради Кременчуцького району Полтавської області,Градизька селищна територіальна громада,2026 STEM,Очно,33.133057,49.224581,UA53020050000041411,Полтавська,Помірний
20333,Зіньківський опорний ліцей №1 Зіньківської міської ради,Зіньківська,2026 STEM,Очно,34.346285,50.210231,UA53080090000014431,Полтавська,Високий
20675,Опорний заклад «Оржицька загальноосвітня школа І-ІІІ ступенів імені І.Я.Франка Оржицької селищної ради Полтавської області»,Оржицька,2026 STEM,Очно,32.698245,49.793561,UA53040070000083099,Полтавська,Помірний
20717,Ліцей №38 імені Івана Павловського Полтавської міської ради,Полтавська міська територіальна громада,2026 STEM,Очно,34.536135,49.592854,UA53080370000025447,Полтавська,Високий
20801,Семенівський ліцей №1 ім. М.М. Хорунжого Семенівської селищної ради Кременчуцького району Полтавської області,Семенівська селищна територіальна громада,2026 STEM,Очно,33.192435,49.591955,UA53020230000086353,Полтавська,Помірний
20607,Опорний заклад освіти «Миргородський ліцей «Лінгвіст» Миргородської міської ради Полтавської області»,Миргородська міська територіальна громада,2026 STEM,Очно,33.60893812817682,49.96355462878691,UA53060230000098362,Полтавська,Помірний
20516,Лохвицька гімназія №1 Лохвицької міської ради Полтавської області,Лохвицька ТГ,2026 STEM,Очно,33.28715283596533,50.357423480803874,UA53060190000015369,Полтавська,Високий
20443,Котелевський опорний ліцей №2 Котелевської селищної ради на 01.09.2027 року функціонуватиме як «Котелевський ліцей Котелевської селищної ради (академічного спрямування)»,Котелевська селищна територіальна громада,2026 STEM,Очно,34.759376,50.054852,UA53080170000047487,Полтавська,Дуже високий
20225,Гадяцький опорний ліцей імені Лесі Українки Гадяцької міської ради,Гадяцька міська територіальна громада,2026 STEM,Очно,33.9851627,50.3691663,UA53060090000098426,Полтавська,Високий
2536,Опорний заклад «Решетилівський ліцей імені І.Л.Олійника Решетилівської міської ради»,Решетилівська,2026 STEM,Очно,34.07848,49.558564,UA53080390000027656,Полтавська,Помірний
16115,Березнівський ліцей №3 Березнівської міської ради Рівненського району Рівненської області,Березнівська,2026 STEM,Очно,26.759061,51.002134,UA56060030000057923,Рівненська,Помірний
16190,Опорний заклад Демидівський ліцей Демидівської селищної ради Рівненської області,Демидівська,2026 STEM,Очно,25.334966182708744,50.42871146244719,UA56040090000093293,Рівненська,Задовільний
16304,"Опорний заклад ""Зарічненський ліцей №1"" Зарічненської селищної ради Вараського району Рівненської області",Зарічненська селищна територіальна громада,2026 STEM,Очно,26.142915,51.82543,UA56020070000060676,Рівненська,Дуже високий
2617,Володимирецький ліцей «Колегіум» Володимирецької селищної ради,Володимирецька,2026 STEM,Очно,26.129315,51.421254,UA56020050000087443,Рівненська,Високий
16419,Костопільський ліцей № 3 Костопільської міської ради,Костопільська,2026 STEM,Очно,26.454334,50.879802,UA56060350000045909,Рівненська,Помірний
16535,Радивилівський ліцей №2 ім. П. Г. Стрижака Радивилівської міської ради Дубенського району Рівненської області,Радивилівська міська територіальна громада,2026 STEM,Очно,25.260527,50.13598,UA56040290000025511,Рівненська,Задовільний
16485,Острозький ліцей № 1 Острозької міської ради Рівненської області,Острозька міська територіальна громада,2026 STEM,Очно,26.5206579,50.331084,UA56060450000083945,Рівненська,Задовільний
13735,Вирівський ліцей Вирівської сільської ради Сарненського району Рівненської області,Вирівська сільська територіальна громада,2026 STEM,Очно,26.937807,51.240336,UA56080030000069650,Рівненська,Високий
13732,Клесівський ліцей Клесівської селищної ради Сарненського району Рівненської області,Клесівська селищна територіальна громада,2026 STEM,Очно,26.927153,51.330277,UA56080090000098391,Рівненська,Високий
13730,Сарненський районний ліцей «Лідер» Сарненської міської ради Сарненського району  Рівненської області,Сарненська,2026 STEM,Очно,26.631114,51.319769,UA56080170000055864,Рівненська,Високий
16335,Здовбицький ліцей Здовбицької сільської ради Рівненської області,Здовбицька обєднана тертьоріальна громада,2026 STEM,Очно,26.2466465,50.4993946,UA56060230000076543,Рівненська,Задовільний
14332,Буринський міський ліцей №1 імені В.М.Кравченка Буринської міської ради Сумської області,Буринська міська територіальна громада,2026 STEM,Очно,33.835117,51.197608,UA59020030000072865,Сумська,Дуже високий
14577,Ліцей № 3 Охтирської міської ради Сумської області,Охтирська міська територіальна громада,2026 STEM,Очно,34.904445,50.303651,UA59040110000026694,Сумська,Дуже високий
14592,Комишанський ліцей Комишанської сільської ради Охтирського району Сумської області,Комишанська сільська рада,2026 STEM,Очно,34.476299,50.310123,UA59040090000041737,Сумська,Дуже високий
14307,Миколаївський ліцей Миколаївської селищної ради Сумського району Сумської області,Миколаївська селищна територіальна громада,2026 STEM,Очно,34.378813,50.94132,UA59080130000022249,Сумська,Дуже високий
14407,Конотопський ліцей №1 Конотопської міської ради Сумської області,Конотопська міська територіальна громада,2026 STEM,Очно,33.206251,51.245078,UA59020070000032449,Сумська,Високий
14656,Анастасівський ліцей – заклад загальної середньої освіти І-ІІІ ступенів Андріяшівської сільської ради Роменського району Сумської області,Андріяшівська сільська територіальна громада,2026 STEM,Очно,33.550621,50.582507,UA59060010000042952,Сумська,Високий
5409,Ліцей №1 Тростянецької міської ради,Тростянецька МТГ,2026 STEM,Очно,34.953223,50.474387,UA59040130000041676,Сумська,Дуже високий
14546,Липоводолинський ліцей Липоводолинської селищної ради,Липоводолинська,2026 STEM,Очно,33.792870000504635,50.56317680042188,UA59060070000040784,Сумська,Високий
14719,"Комунальна організація (установа, заклад) “Шосткинська спеціалізована школа                     І-ІІІ ступенів №1 Шосткинської міської ради Сумської області”",Шосткинська міська територіальна громада,2026 STEM,Очно,34.793242,50.932,UA59080270000073662,Сумська,Дуже високий
14741,Комунальний заклад Сумський класичний ліцей Сумської міської ради,Сумська міська територіальна громада,2026 STEM,Очно,34.811208,50.912383,UA59080270000073662,Сумська,Дуже високий
17791,Борщівська загальноосвітня школа І-ІІІ ступенів №1 Борщівської міської ради,Борщівська,2026 STEM,Очно,26.032925,48.803362,UA61060050000068464,Тернопільська,Задовільний
18293,Підволочиський ліцей Підволочиської селищної ради Тернопільської області,Підволочиська ТГ,2026 STEM,Очно,26.145326019853737,49.53024322213746,UA61040350000078247,Тернопільська,Задовільний
17911,Ліцей №1 м. Копичинці Копичинецької міської ради Чортківського району Тернопільської області,Копичинецька міська територіальна громада,2026 STEM,Очно,25.907044,49.105922,UA61060250000062700,Тернопільська,Задовільний
18564,Шумський ліцей Шумської міської ради,Шумська міська територіальна громада,2026 STEM,Очно,26.116693,50.118776,UA61020150000036935,Тернопільська,Задовільний
18335,Підгаєцький академічний ліцей Підгаєцької міської ради Тернопільської області,Підгаєцька міська територіальна громада,2026 STEM,Очно,25.1395121,49.2667848,UA61040370000060170,Тернопільська,Задовільний
17958,Заліщицька державна гімназія м.Заліщики Тернопільська обл.,Заліщицька міська територіальна громада,2026 STEM,Очно,25.732144,48.6469318,UA61060170000051011,Тернопільська,Задовільний
18427,ТЕРНОПІЛЬСЬКА СПЕЦІАЛІЗОВАНА ШКОЛА І-ІІІ СТУПЕНІВ №3 З ПОГЛИБЛЕНИМ ВИВЧЕННЯМ ІНОЗЕМНИХ МОВ ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ ТЕРНОПІЛЬСЬКОЇ ОБЛАСТІ,Тернопільська міська територіальна громада,2026 STEM,Очно,25.592061281204224,49.55351670796932,UA61040490000035010,Тернопільська,Високий
18120,Козівський ліцей ім. В. Герети Козівської селищної ради.,Козівська територіальна громада,2026 STEM,Очно,25.153062672925444,49.43587984870364,UA61040230000060213,Тернопільська,Задовільний
17795,"Скала-Подільський навчально-виховний комплекс ""загальноосвітній навчальний заклад І-ІІІ ступенів - дошкільний навчальний заклад"" Скала-Подільської селищної ради Чортківського району Тернопільської області",Скала-Подільська ТГ,2026 STEM,Очно,26.202204,48.850231,UA61060350000024021,Тернопільська,Задовільний
19347,Бережанський ліцей імені Богдана Лепкого Тернопільської обласної ради,Бережанська ТГ,2026 STEM,Очно,24.940565,49.444509,UA61040030000060956,Тернопільська,Задовільний
23610,Комунальний заклад «Пісочинський ліцей «Мобіль» Пісочинської селищної ради Харківського району Харківської області»,Пісочинська селищна територіальна громада,2026 STEM,Очно,36.0897273931644,49.96452498241031,UA63120210000075842,Харківська,Дуже високий
11946,Балаклійський ліцей №1 ім. О.А.Тризни Балаклійської міської ради Харківської області,Балаклійська міська територіальна громада,2026 STEM,Очно,36.836083,49.452533,UA63040010000010092,Харківська,Дуже високий
12143,Комунальний заклад «Дергачівський ліцей № 2» Дергачівської міської ради,Дергачівська,2026 STEM,Очно,36.126908,50.094159,UA63120070000018741,Харківська,Дуже високий
11573,"Комунальний заклад ""Харківський ліцей №162 Харківської міської ради""",Харківська міська територіальна громада,2026 STEM,Очно,36.188496,49.980062,UA63120270000028556,Харківська,Дуже високий
13681,ВАЛКІВСЬКИЙ ЛІЦЕЙ ІМЕНІ ОЛЕКСАНДРА МАСЕЛЬСЬКОГО ВАЛКІВСЬКОЇ МІСЬКОЇ РАДИ БОГОДУХІВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ,Валківська,2026 STEM,Очно,35.622764,49.840642,UA63020030000094096,Харківська,Дуже високий
13673,"Комунальний заклад ""Чугуївський ліцей №2"" Чугуївської міської ради Харківської області",Чугуївська міська територіальна громада,2026 STEM,Очно,36.694562,49.833699,UA63140170000087785,Харківська,Дуже високий
9089,Дунаєвецький ліцей №1 Дунаєвецької міської ради Хмельницької області,Дунаєвецька міська,2026 STEM,Очно,26.84979,48.887536,UA68020050000040518,Хмельницька,Задовільний
9344,Опорний заклад освіти Полонський ліцей №4 Полонської міської ради Полонської міської територіальної громади Хмельницької області,Полонська міська,2026 STEM,Очно,27.483111619512787,50.12109860994655,UA68060210000095851,Хмельницька,Задовільний
8956,Віньковецький ліцей Віньковецької селищної ради Хмельницької області,Віньковецька  територіальна громада,2026 STEM,Очно,27.237124443054203,49.03576491526949,UA68040050000052367,Хмельницька,Задовільний
8874,Кам'янець-Подільський ліцей №17 Кам'янець-Подільської міської рада Хмельницької області,Кам’янець-Подільська,2026 STEM,Очно,26.569875,48.704231,UA68020110000071202,Хмельницька,Помірний
8980,Волочиський ліцей імені Героя України Максима Отінова Волочиської міської ради Хмельницького району Хмельницької області,Волочиська міська територіальна громада,2026 STEM,Очно,26.20749235172298,49.53962217588386,UA68040090000087566,Хмельницька,Задовільний
9511,Теофіпольський ліцей №3 Теофіпольської селищної ради Хмельницького району Хмельницької області,Теофіпольська селищна територіальна громада,2026 STEM,Очно,26.406023,49.83761,UA68040450000097735,Хмельницька,Задовільний
9696,Скаржинецький ліцей Розсошанської сільської ради,Розсошанська сільська рада,2026 STEM,Очно,26.92851,49.318689,UA68040330000086970,Хмельницька,Задовільний
8918,Білогірський ліцей ім.І.О.Ткачука Білогірської селищної ради Шепетівського району Хмельницької області,Білогірська ТГ,2026 STEM,Очно,26.412284,50.001143,UA68060030000077318,Хмельницька,Задовільний
9185,Староушицький ліцей Староушицької селищної ради Кам'янець-Подільського району Хмельницької області,Староушицька ТГ,2026 STEM,Очно,27.07466840744019,48.591951525583696,UA68020270000040572,Хмельницька,Задовільний
9686,Ярмолинецький ліцей №1імені Сергія Слободяна Ярмолинецької селищної ради Хмельницької області,Ярмолинецька територіальна громада,2026 STEM,Очно,26.834645,49.188636,UA68040530000044109,Хмельницька,Задовільний
8932,Ямпільський ліцей Ямпільської селищної ради Шепетівського району Хмельницької області,Ямпільська ТГ,2026 STEM,Очно,26.23500721683854,49.95855071644069,UA68060350000035460,Хмельницька,Задовільний
8908,ЛІЦЕЙ №1 ІМ. ГЕРОЯ УКРАЇНИ М. ДЗЯВУЛЬСЬКОГО ШЕПЕТІВСЬКОЇ МІСЬКОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ,Шепетівська міська територіальна громада,2026 STEM,Очно,27.058703,50.18479,UA68060330000029010,Хмельницька,Помірний
9732,Комунальний заклад загальної середньої освіти «Ліцей № 1 імені Володимира Красицького Хмельницької міської ради»,Хмельницька міська територіальна громада,2026 STEM,Очно,26.990449,49.426629,UA68040470000053519,Хмельницька,Високий
8902,Старокостянтинівський ліцей ім. Героя України С. М. Бондарчука Старокостянтинівської міської ради,Старокостянтинівська,2026 STEM,Очно,27.186641,49.755951,UA68040390000011141,Хмельницька,Задовільний
8880,Нетішинський академічний ліцей Нетішинської міської ради Шепетівського району Хмельницької області,Нетішинська,2026 STEM,Очно,26.654039,50.332519,UA68060170000075276,Хмельницька,Помірний
4291,Ліцей «Успіх» Монастирищенської міської ради Черкаської області,Монастирищенська міська територіальна громада,2026 STEM,Очно,29.810126,48.996572,UA71060170000092613,Черкаська,Задовільний
4063,"Навчально-виховний комплекс ""Ліцей-загальноосвітня школа І-ІІІ ступенів ""Лідер"" Смілянської міської ради Черкаської області",Смілянська міська територіальна громада,2026 STEM,Очно,31.88507111122876,49.23143586425507,UA71080390000078978,Черкаська,Помірний
4005,Шполянський ліцей	 №3 Шполянської міської ради об’єднаної територіальної громади Черкаської області,Шполянська міська територіальна громада,2026 STEM,Очно,31.388669414109422,49.00383577058281,UA71020330000027449,Черкаська,Помірний
4026,Руськополянський заклад загальної середньої освіти І-ІІІ ступенів №1 Руськополянської сільської ради,Руськополянська сільська територіальна громада,2026 STEM,Очно,31.916837,49.418753,UA71080350000033809,Черкаська,Помірний
4993,Уманський ліцей №1 Уманської міської ради Черкаської області,Уманська міська ТГ,2026 STEM,Очно,30.236188397506165,48.77024112971023,UA71060210000032972,Черкаська,Високий
5563,"опорний заклад-""Вікнянський заклад загальної середньої освіти І-ІІІ ступенів Вікнянської сільської ради Чернівецького району Чернівецької області""",Вікнянська територіальна громада Чернівецького району Чернівецької області,2026 STEM,Очно,25.973098,48.56989,UA73060090000047054,Чернівецька,Задовільний
5675,"""Опорний заклад освіти — Шировецький ліцей"" Недобоївської сільської ради Дністровського району Чернівецької області",Недобоївська ТГ,2026 STEM,Очно,26.2978669,48.42572790000001,UA73040110000040354,Чернівецька,Задовільний
5673,«Опорний заклад освіти – Колінковецький ліцей Топорівської сільської ради Чернівецького району Чернівецької області»,Топорівська ТГ,2026 STEM,Очно,26.13015532493592,48.41038850323827,UA73060570000058573,Чернівецька,Задовільний
5771,Опорний заклад Сторожинецький ліцей Сторожинецької міської ради Чернівецького району Чернівецької області,Сторожинецька міська територіальна громада Чернівецького району Чернівецької області,2026 STEM,Очно,25.719503,48.165632,UA73060490000033679,Чернівецька,Задовільний
5672,Берегометський ліцей №1 Берегометської селищної ради Вижницького району Чернівецької області,Берегометська селищна рада Вижницького району Чернівецької області,2026 STEM,Очно,25.3226398,48.1710964,UA73020030000022011,Чернівецька,Задовільний
5815,Хотинський опорний академічний ліцей Хотинської міської ради Чернівецької області,Хотинська міська територіальна громада,2026 STEM,Очно,26.489638,48.507259,UA73040190000062796,Чернівецька,Задовільний
5813,Комунальний заклад Кам’янський ліцей Кам’янецької сільської ради Чернівецького району Чернівецької області.,Кам'янецька,2026 STEM,Очно,25.9001233,48.0287002,UA73060230000024500,Чернівецька,Задовільний
5705,Неполоковецький ліцей Неполоковецької селищної ради Чернівецького району Чернівецької області,Неполоковецька територіальна громада,2026 STEM,Очно,25.652219,48.399496,UA73060390000017602,Чернівецька,Задовільний
5685,Клішковецький опорний заклад освіти імені Леоніда Каденюка Клішковецької сільської ради Дністровського району Чернівецької області,Клішковецька ТГ,2026 STEM,Очно,26.262256,48.433276,UA73040050000080963,Чернівецька,Задовільний
5965,Чернівецький ліцей №1 математичного та економічного профілів Чернівецької міської ради,Чернівецька,2026 STEM,Очно,25.931344,48.292516,UA73060610000066784,Чернівецька,Задовільний
5648,Опорний заклад «Довгопільський ліцей» Конятинської сільської ради,Конятинська,2026 STEM,Очно,25.0042113,48.0628462,UA73020110000071923,Чернівецька,Задовільний
5853,Молодійський ліцей,Чагорська територіальна громада,2026 STEM,Очно,26.02564,48.22541,UA73060590000095243,Чернівецька,Задовільний
5590,Новодністровський заклад загальної средньої освіти ІІ-ІІІ ступенів Новодністровської міської ради Чернівецької області,Новодністровська,2026 STEM,Очно,27.4313777,48.5824459,UA73040130000087963,Чернівецька,Помірний
5441,Опорний заклад «Романковецький ліцей імені академіка К.Ф. Поповича Сокирянської міської ради Дністровського району Чернівецької області»,Сокирянська міська територіальна громада,2026 STEM,Очно,27.21209,48.483586,UA73040170000011490,Чернівецька,Задовільний
20942,"Комунальний заклад загальної середньої освіти І-ІІІ ступенів ""Варвинський ліцей №2"" Варвинської селищної ради Прилуцького району Чернігівської області",Варвинська,2026 STEM,Очно,32.7157657,50.4924292,UA74080010000063011,Чернігівська,Помірний
21373,Сновський ліцей №1 Сновської міської ради Корюківського району Чернігівської області,Сновська міська територіальна громада,2026 STEM,Очно,31.948718,51.817988,UA74020050000033944,Чернігівська,Непереборний
21241,Сосницький ліцей імені О.П.Довженка Сосницької селищної ради Чернігівської області,Сосницька територіальна громада,2026 STEM,Очно,32.51094818115235,51.52292342317688,UA74020070000037186,Чернігівська,Дуже високий
20881,Бахмацький ліцей №1 Бахмацької міської ради,Бахмацька,2026 STEM,Очно,32.824072,51.179984,UA74040030000093042,Чернігівська,Високий
22510,Чернігівський ліцей з посиленою військово-фізичною підготовкою,Чернігівська ТГ,2026 STEM,Очно,31.287531,51.522288,UA74100390000073425,Чернігівська,Високий
21274,Талалаївський ліцей Талалаївської селищної ради Прилуцького району Чернігівської області,Талалаївська селищна територіальна громада,2026 STEM,Очно,33.1402908,50.847679,UA74080190000091939,Чернігівська,Високий
21196,Линовицький ліцей Линовицької селищної ради,Линовицька,2026 STEM,Очно,32.39361033414753,50.46564966719609,UA74080070000022285,Чернігівська,Помірний
21298,ЧЕРНІГІВСЬКИЙ ЛІЦЕЙ № 12 ЧЕРНІГІВСЬКОЇ МІСЬКОЇ РАДИ,Чернігівська міська територіальна громада,2026 STEM,Очно,31.325961,51.517794,UA74100390000073425,Чернігівська,Високий
20913,Бобровицький ліцей Бобровицької міської ради Чернігівської області,Бобровицька міська територіальна громада,2026 STEM,Очно,31.382582,50.747828,UA74040050000013413,Чернігівська,Помірний
21139,Новгород-Сіверський ліцей №1 Новгород-Сіверської міської ради Чернігівської області,Новгород-Сіверська міська територіальна громада Чернігівської області,2026 STEM,Очно,33.27233076095582,52.00198054822398,UA74060030000026607,Чернігівська,Непереборний
